country,desc,prix
Spain,Domestic Beer (0.5 liter bottle),1.09 €
Spain,Imported Beer (0.33 liter bottle),1.77 €
Spain,Cigarettes 20 Pack (Marlboro),5.50 €
Spain,One-way Ticket (Local Transport),1.50 €
Spain,Monthly Pass (Regular Price),30.00 €
Spain,Taxi Start (Normal Tariff),3.51 €
Spain,Taxi 1km (Normal Tariff),1.28 €
Spain,Taxi 1hour Waiting (Normal Tariff),22.00 €
Spain,Gasoline (1 liter),1.55 €
Spain,Volkswagen Golf 1.4 90 KW Trendline (Or Equivalent New Car),"33,365.00 €"
Spain,Toyota Corolla Sedan 1.6l 97kW Comfort (Or Equivalent New Car),"26,728.77 €"
Spain,"Basic (Electricity, Heating, Cooling, Water, Garbage) for 85m2 Apartment",131.77 €
Spain,Mobile Phone Monthly Plan with Calls and 10GB+ Data,17.59 €
Spain,"Internet (60 Mbps or More, Unlimited Data, Cable/ADSL)",29.89 €
Spain,"Fitness Club, Monthly Fee for 1 Adult",40.14 €
Spain,Tennis Court Rent (1 Hour on Weekend),13.57 €
Spain,"Cinema, International Release, 1 Seat",8.00 €
Spain,"Preschool (or Kindergarten), Full Day, Private, Monthly for 1 Child",435.71 €
Spain,"International Primary School, Yearly for 1 Child","8,265.79 €"
Spain,1 Pair of Jeans (Levis 501 Or Similar),74.42 €
Spain,"1 Summer Dress in a Chain Store (Zara, H&M, ...)",31.17 €
Spain,1 Pair of Nike Running Shoes (Mid-Range),77.96 €
Spain,1 Pair of Men Leather Business Shoes,90.64 €
Spain,Apartment (1 bedroom) in City Centre,949.02 €
Spain,Apartment (1 bedroom) Outside of Centre,718.29 €
Spain,Apartment (3 bedrooms) in City Centre,"1,476.67 €"
Spain,Apartment (3 bedrooms) Outside of Centre,"1,062.63 €"
Spain,Price per Square Meter to Buy Apartment in City Centre,"3,720.65 €"
Spain,Price per Square Meter to Buy Apartment Outside of Centre,"2,295.52 €"
Spain,Average Monthly Net Salary (After Tax),"1,735.84 €"
Spain,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",3.53
Sri Lanka,"Meal, Inexpensive Restaurant","1,000.00 Rs"
Sri Lanka,"Meal for 2 People, Mid-range Restaurant, Three-course","7,000.00 Rs"
Sri Lanka,McMeal at McDonalds (or Equivalent Combo Meal),"2,000.00 Rs"
Sri Lanka,Domestic Beer (0.5 liter draught),700.00 Rs
Sri Lanka,Imported Beer (0.33 liter bottle),900.00 Rs
Sri Lanka,Cappuccino (regular),755.96 Rs
Sri Lanka,Coke/Pepsi (0.33 liter bottle),212.40 Rs
Sri Lanka,Water (0.33 liter bottle),110.82 Rs
Sri Lanka,"Milk (regular), (1 liter)",500.45 Rs
Sri Lanka,Loaf of Fresh White Bread (500g),172.28 Rs
Sri Lanka,"Rice (white), (1kg)",238.68 Rs
Sri Lanka,Eggs (regular) (12),659.53 Rs
Sri Lanka,Local Cheese (1kg),"3,700.26 Rs"
Sri Lanka,Chicken Fillets (1kg),"1,481.79 Rs"
Sri Lanka,Beef Round (1kg) (or Equivalent Back Leg Red Meat),"2,352.46 Rs"
Sri Lanka,Apples (1kg),"2,022.08 Rs"
Sri Lanka,Banana (1kg),303.33 Rs
Sri Lanka,Oranges (1kg),"1,698.96 Rs"
Sri Lanka,Tomato (1kg),371.95 Rs
Sri Lanka,Potato (1kg),327.61 Rs
Sri Lanka,Onion (1kg),325.69 Rs
Sri Lanka,Lettuce (1 head),349.62 Rs
Sri Lanka,Water (1.5 liter bottle),165.19 Rs
Sri Lanka,Bottle of Wine (Mid-Range),"4,000.00 Rs"
Sri Lanka,Domestic Beer (0.5 liter bottle),596.85 Rs
Sri Lanka,Imported Beer (0.33 liter bottle),804.80 Rs
Sri Lanka,Cigarettes 20 Pack (Marlboro),"2,950.00 Rs"
Sri Lanka,One-way Ticket (Local Transport),50.00 Rs
Sri Lanka,Monthly Pass (Regular Price),"1,700.00 Rs"
Sri Lanka,Taxi Start (Normal Tariff),120.00 Rs
Sri Lanka,Taxi 1km (Normal Tariff),100.00 Rs
Sri Lanka,Taxi 1hour Waiting (Normal Tariff),150.00 Rs
Sri Lanka,Gasoline (1 liter),382.10 Rs
Sri Lanka,Volkswagen Golf 1.4 90 KW Trendline (Or Equivalent New Car),"8,000,000.00 Rs"
Sri Lanka,Toyota Corolla Sedan 1.6l 97kW Comfort (Or Equivalent New Car),"10,843,750.00 Rs"
Sri Lanka,"Basic (Electricity, Heating, Cooling, Water, Garbage) for 85m2 Apartment","14,476.10 Rs"
Sri Lanka,Mobile Phone Monthly Plan with Calls and 10GB+ Data,"1,342.53 Rs"
Sri Lanka,"Internet (60 Mbps or More, Unlimited Data, Cable/ADSL)","4,398.48 Rs"
Sri Lanka,"Fitness Club, Monthly Fee for 1 Adult","3,865.38 Rs"
Sri Lanka,Tennis Court Rent (1 Hour on Weekend),"1,716.67 Rs"
Sri Lanka,"Cinema, International Release, 1 Seat","1,000.00 Rs"
Sri Lanka,"Preschool (or Kindergarten), Full Day, Private, Monthly for 1 Child","9,956.14 Rs"
Sri Lanka,"International Primary School, Yearly for 1 Child","133,058.82 Rs"
Sri Lanka,1 Pair of Jeans (Levis 501 Or Similar),"8,522.97 Rs"
Sri Lanka,"1 Summer Dress in a Chain Store (Zara, H&M, ...)","6,109.47 Rs"
Sri Lanka,1 Pair of Nike Running Shoes (Mid-Range),"19,703.12 Rs"
Sri Lanka,1 Pair of Men Leather Business Shoes,"10,931.25 Rs"
Sri Lanka,Apartment (1 bedroom) in City Centre,"69,600.00 Rs"
Sri Lanka,Apartment (1 bedroom) Outside of Centre,"42,307.65 Rs"
Sri Lanka,Apartment (3 bedrooms) in City Centre,"203,192.31 Rs"
Sri Lanka,Apartment (3 bedrooms) Outside of Centre,"75,000.00 Rs"
Sri Lanka,Price per Square Meter to Buy Apartment in City Centre,"561,401.02 Rs"
Sri Lanka,Price per Square Meter to Buy Apartment Outside of Centre,"370,238.46 Rs"
Sri Lanka,Average Monthly Net Salary (After Tax),"61,210.53 Rs"
Sri Lanka,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",16.69
Sudan,"Meal, Inexpensive Restaurant",6.25 $
Sudan,"Meal for 2 People, Mid-range Restaurant, Three-course",33.22 $
Sudan,McMeal at McDonalds (or Equivalent Combo Meal),7.50 $
Sudan,Domestic Non-Alcoholic Beer (0.5 liter draught),2.00 $
Sudan,Imported Non-Alcoholic Beer (0.33 liter bottle),3.40 $
Sudan,Cappuccino (regular),2.38 $
Sudan,Coke/Pepsi (0.33 liter bottle),0.61 $
Sudan,Water (0.33 liter bottle),0.39 $
Sudan,"Milk (regular), (1 liter)",1.58 $
Sudan,Loaf of Fresh White Bread (500g),0.93 $
Sudan,"Rice (white), (1kg)",1.83 $
Sudan,Eggs (regular) (12),2.99 $
Sudan,Local Cheese (1kg),8.77 $
Sudan,Chicken Fillets (1kg),7.17 $
Sudan,Beef Round (1kg) (or Equivalent Back Leg Red Meat),8.13 $
Sudan,Apples (1kg),4.02 $
Sudan,Banana (1kg),1.12 $
Sudan,Oranges (1kg),1.90 $
Sudan,Tomato (1kg),2.09 $
Sudan,Potato (1kg),1.65 $
Sudan,Onion (1kg),1.06 $
Sudan,Lettuce (1 head),1.00 $
Sudan,Water (1.5 liter bottle),0.63 $
Sudan,Bottle of Non-Alcoholic Wine (Mid-Range),?
Sudan,Domestic Non-Alcoholic Beer (0.5 liter bottle),1.00 $
Sudan,Imported Non-Alcoholic Beer (0.33 liter bottle),4.00 $
Sudan,Cigarettes 20 Pack (Marlboro),1.80 $
Sudan,One-way Ticket (Local Transport),0.46 $
Sudan,Monthly Pass (Regular Price),25.00 $
Sudan,Taxi Start (Normal Tariff),2.74 $
Sudan,Taxi 1km (Normal Tariff),1.00 $
Sudan,Taxi 1hour Waiting (Normal Tariff),10.00 $
Sudan,Gasoline (1 liter),1.33 $
Sudan,Volkswagen Golf 1.4 90 KW Trendline (Or Equivalent New Car),?
Sudan,Toyota Corolla Sedan 1.6l 97kW Comfort (Or Equivalent New Car),"17,833.88 $"
Sudan,"Basic (Electricity, Heating, Cooling, Water, Garbage) for 85m2 Apartment",51.59 $
Sudan,Mobile Phone Monthly Plan with Calls and 10GB+ Data,9.59 $
Sudan,"Internet (60 Mbps or More, Unlimited Data, Cable/ADSL)",70.15 $
Sudan,"Fitness Club, Monthly Fee for 1 Adult",33.33 $
Sudan,Tennis Court Rent (1 Hour on Weekend),0.00 $
Sudan,"Cinema, International Release, 1 Seat",4.00 $
Sudan,"Preschool (or Kindergarten), Full Day, Private, Monthly for 1 Child",60.45 $
Sudan,"International Primary School, Yearly for 1 Child","1,963.53 $"
Sudan,1 Pair of Jeans (Levis 501 Or Similar),18.17 $
Sudan,"1 Summer Dress in a Chain Store (Zara, H&M, ...)",20.00 $
Sudan,1 Pair of Nike Running Shoes (Mid-Range),55.00 $
Sudan,1 Pair of Men Leather Business Shoes,40.00 $
Sudan,Apartment (1 bedroom) in City Centre,684.60 $
Sudan,Apartment (1 bedroom) Outside of Centre,346.79 $
Sudan,Apartment (3 bedrooms) in City Centre,"1,345.97 $"
Sudan,Apartment (3 bedrooms) Outside of Centre,633.01 $
Sudan,Price per Square Meter to Buy Apartment in City Centre,"1,307.10 $"
Sudan,Price per Square Meter to Buy Apartment Outside of Centre,916.67 $
Sudan,Average Monthly Net Salary (After Tax),207.42 $
Sudan,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",21.33
Suriname,"Meal, Inexpensive Restaurant",6.74 $
Suriname,"Meal for 2 People, Mid-range Restaurant, Three-course",55.00 $
Suriname,McMeal at McDonalds (or Equivalent Combo Meal),9.80 $
Suriname,Domestic Beer (0.5 liter draught),2.00 $
Suriname,Imported Beer (0.33 liter bottle),3.00 $
Suriname,Cappuccino (regular),2.15 $
Suriname,Coke/Pepsi (0.33 liter bottle),1.22 $
Suriname,Water (0.33 liter bottle),0.54 $
Suriname,"Milk (regular), (1 liter)",1.61 $
Suriname,Loaf of Fresh White Bread (500g),1.24 $
Suriname,"Rice (white), (1kg)",1.32 $
Suriname,Eggs (regular) (12),3.30 $
Suriname,Local Cheese (1kg),12.47 $
Suriname,Chicken Fillets (1kg),5.30 $
Suriname,Beef Round (1kg) (or Equivalent Back Leg Red Meat),9.67 $
Suriname,Apples (1kg),4.52 $
Suriname,Banana (1kg),1.93 $
Suriname,Oranges (1kg),3.04 $
Suriname,Tomato (1kg),4.87 $
Suriname,Potato (1kg),1.33 $
Suriname,Onion (1kg),1.88 $
Suriname,Lettuce (1 head),1.91 $
Suriname,Water (1.5 liter bottle),1.50 $
Suriname,Bottle of Wine (Mid-Range),10.00 $
Suriname,Domestic Beer (0.5 liter bottle),2.21 $
Suriname,Imported Beer (0.33 liter bottle),3.24 $
Suriname,Cigarettes 20 Pack (Marlboro),5.64 $
Suriname,One-way Ticket (Local Transport),0.44 $
Suriname,Monthly Pass (Regular Price),90.00 $
Suriname,Taxi Start (Normal Tariff),3.00 $
Suriname,Taxi 1km (Normal Tariff),2.50 $
Suriname,Taxi 1hour Waiting (Normal Tariff),10.00 $
Suriname,Gasoline (1 liter),1.11 $
Suriname,Volkswagen Golf 1.4 90 KW Trendline (Or Equivalent New Car),"25,000.00 $"
Suriname,Toyota Corolla Sedan 1.6l 97kW Comfort (Or Equivalent New Car),"25,000.00 $"
Suriname,"Basic (Electricity, Heating, Cooling, Water, Garbage) for 85m2 Apartment",39.23 $
Suriname,Mobile Phone Monthly Plan with Calls and 10GB+ Data,25.94 $
Suriname,"Internet (60 Mbps or More, Unlimited Data, Cable/ADSL)",29.19 $
Suriname,"Fitness Club, Monthly Fee for 1 Adult",12.63 $
Suriname,Tennis Court Rent (1 Hour on Weekend),20.00 $
Suriname,"Cinema, International Release, 1 Seat",4.63 $
Suriname,"Preschool (or Kindergarten), Full Day, Private, Monthly for 1 Child",63.03 $
Suriname,"International Primary School, Yearly for 1 Child","1,921.93 $"
Suriname,1 Pair of Jeans (Levis 501 Or Similar),36.30 $
Suriname,"1 Summer Dress in a Chain Store (Zara, H&M, ...)",28.44 $
Suriname,1 Pair of Nike Running Shoes (Mid-Range),75.41 $
Suriname,1 Pair of Men Leather Business Shoes,110.56 $
Suriname,Apartment (1 bedroom) in City Centre,516.42 $
Suriname,Apartment (1 bedroom) Outside of Centre,217.08 $
Suriname,Apartment (3 bedrooms) in City Centre,"1,074.50 $"
Suriname,Apartment (3 bedrooms) Outside of Centre,560.15 $
Suriname,Price per Square Meter to Buy Apartment in City Centre,487.66 $
Suriname,Price per Square Meter to Buy Apartment Outside of Centre,416.81 $
Suriname,Average Monthly Net Salary (After Tax),284.67 $
Suriname,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",16.25
Sweden,"Meal, Inexpensive Restaurant",135.00 kr
Sweden,"Meal for 2 People, Mid-range Restaurant, Three-course",800.00 kr
Sweden,McMeal at McDonalds (or Equivalent Combo Meal),101.68 kr
Sweden,Domestic Beer (0.5 liter draught),75.00 kr
Sweden,Imported Beer (0.33 liter bottle),75.00 kr
Sweden,Cappuccino (regular),44.55 kr
Sweden,Coke/Pepsi (0.33 liter bottle),25.95 kr
Sweden,Water (0.33 liter bottle),22.10 kr
Sweden,"Milk (regular), (1 liter)",15.93 kr
Sweden,Loaf of Fresh White Bread (500g),28.70 kr
Sweden,"Rice (white), (1kg)",36.00 kr
Sweden,Eggs (regular) (12),41.57 kr
Sweden,Local Cheese (1kg),113.89 kr
Sweden,Chicken Fillets (1kg),118.04 kr
Sweden,Beef Round (1kg) (or Equivalent Back Leg Red Meat),177.02 kr
Sweden,Apples (1kg),30.08 kr
Sweden,Banana (1kg),26.05 kr
Sweden,Oranges (1kg),29.95 kr
Sweden,Tomato (1kg),43.20 kr
Sweden,Potato (1kg),16.74 kr
Sweden,Onion (1kg),16.99 kr
Sweden,Lettuce (1 head),22.75 kr
Sweden,Water (1.5 liter bottle),14.36 kr
Sweden,Bottle of Wine (Mid-Range),100.00 kr
Sweden,Domestic Beer (0.5 liter bottle),20.22 kr
Sweden,Imported Beer (0.33 liter bottle),20.88 kr
Sweden,Cigarettes 20 Pack (Marlboro),72.00 kr
Sweden,One-way Ticket (Local Transport),36.00 kr
Sweden,Monthly Pass (Regular Price),847.50 kr
Sweden,Taxi Start (Normal Tariff),60.50 kr
Sweden,Taxi 1km (Normal Tariff),20.00 kr
Sweden,Taxi 1hour Waiting (Normal Tariff),600.00 kr
Sweden,Gasoline (1 liter),18.85 kr
Sweden,Volkswagen Golf 1.4 90 KW Trendline (Or Equivalent New Car),"309,000.00 kr"
Sweden,Toyota Corolla Sedan 1.6l 97kW Comfort (Or Equivalent New Car),"320,476.32 kr"
Sweden,"Basic (Electricity, Heating, Cooling, Water, Garbage) for 85m2 Apartment","1,194.34 kr"
Sweden,Mobile Phone Monthly Plan with Calls and 10GB+ Data,276.08 kr
Sweden,"Internet (60 Mbps or More, Unlimited Data, Cable/ADSL)",351.02 kr
Sweden,"Fitness Club, Monthly Fee for 1 Adult",394.63 kr
Sweden,Tennis Court Rent (1 Hour on Weekend),266.87 kr
Sweden,"Cinema, International Release, 1 Seat",159.00 kr
Sweden,"Preschool (or Kindergarten), Full Day, Private, Monthly for 1 Child","1,444.63 kr"
Sweden,"International Primary School, Yearly for 1 Child","27,610.48 kr"
Sweden,1 Pair of Jeans (Levis 501 Or Similar),882.16 kr
Sweden,"1 Summer Dress in a Chain Store (Zara, H&M, ...)",400.28 kr
Sweden,1 Pair of Nike Running Shoes (Mid-Range),962.14 kr
Sweden,1 Pair of Men Leather Business Shoes,"1,392.13 kr"
Sweden,Apartment (1 bedroom) in City Centre,"9,344.61 kr"
Sweden,Apartment (1 bedroom) Outside of Centre,"7,099.72 kr"
Sweden,Apartment (3 bedrooms) in City Centre,"15,200.86 kr"
Sweden,Apartment (3 bedrooms) Outside of Centre,"11,565.09 kr"
Sweden,Price per Square Meter to Buy Apartment in City Centre,"57,900.84 kr"
Sweden,Price per Square Meter to Buy Apartment Outside of Centre,"36,674.27 kr"
Sweden,Average Monthly Net Salary (After Tax),"30,344.55 kr"
Sweden,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",4.56
Switzerland,"Meal, Inexpensive Restaurant",25.00 Fr.
Switzerland,"Meal for 2 People, Mid-range Restaurant, Three-course",110.00 Fr.
Switzerland,McMeal at McDonalds (or Equivalent Combo Meal),15.00 Fr.
Switzerland,Domestic Beer (0.5 liter draught),7.00 Fr.
Switzerland,Imported Beer (0.33 liter bottle),6.00 Fr.
Switzerland,Cappuccino (regular),4.95 Fr.
Switzerland,Coke/Pepsi (0.33 liter bottle),4.42 Fr.
Switzerland,Water (0.33 liter bottle),3.98 Fr.
Switzerland,"Milk (regular), (1 liter)",1.76 Fr.
Switzerland,Loaf of Fresh White Bread (500g),3.24 Fr.
Switzerland,"Rice (white), (1kg)",3.59 Fr.
Switzerland,Eggs (regular) (12),6.16 Fr.
Switzerland,Local Cheese (1kg),23.26 Fr.
Switzerland,Chicken Fillets (1kg),25.03 Fr.
Switzerland,Beef Round (1kg) (or Equivalent Back Leg Red Meat),40.68 Fr.
Switzerland,Apples (1kg),3.08 Fr.
Switzerland,Banana (1kg),2.13 Fr.
Switzerland,Oranges (1kg),2.65 Fr.
Switzerland,Tomato (1kg),5.35 Fr.
Switzerland,Potato (1kg),2.25 Fr.
Switzerland,Onion (1kg),2.06 Fr.
Switzerland,Lettuce (1 head),2.10 Fr.
Switzerland,Water (1.5 liter bottle),0.99 Fr.
Switzerland,Bottle of Wine (Mid-Range),12.00 Fr.
Switzerland,Domestic Beer (0.5 liter bottle),2.08 Fr.
Switzerland,Imported Beer (0.33 liter bottle),2.45 Fr.
Switzerland,Cigarettes 20 Pack (Marlboro),9.00 Fr.
Switzerland,One-way Ticket (Local Transport),3.50 Fr.
Switzerland,Monthly Pass (Regular Price),80.00 Fr.
Switzerland,Taxi Start (Normal Tariff),6.50 Fr.
Switzerland,Taxi 1km (Normal Tariff),3.90 Fr.
Switzerland,Taxi 1hour Waiting (Normal Tariff),70.00 Fr.
Switzerland,Gasoline (1 liter),1.82 Fr.
Switzerland,Volkswagen Golf 1.4 90 KW Trendline (Or Equivalent New Car),"32,800.00 Fr."
Switzerland,Toyota Corolla Sedan 1.6l 97kW Comfort (Or Equivalent New Car),"33,904.51 Fr."
Switzerland,"Basic (Electricity, Heating, Cooling, Water, Garbage) for 85m2 Apartment",217.59 Fr.
Switzerland,Mobile Phone Monthly Plan with Calls and 10GB+ Data,44.07 Fr.
Switzerland,"Internet (60 Mbps or More, Unlimited Data, Cable/ADSL)",48.65 Fr.
Switzerland,"Fitness Club, Monthly Fee for 1 Adult",71.88 Fr.
Switzerland,Tennis Court Rent (1 Hour on Weekend),37.94 Fr.
Switzerland,"Cinema, International Release, 1 Seat",20.00 Fr.
Switzerland,"Preschool (or Kindergarten), Full Day, Private, Monthly for 1 Child","2,445.20 Fr."
Switzerland,"International Primary School, Yearly for 1 Child","28,388.37 Fr."
Switzerland,1 Pair of Jeans (Levis 501 Or Similar),106.26 Fr.
Switzerland,"1 Summer Dress in a Chain Store (Zara, H&M, ...)",53.40 Fr.
Switzerland,1 Pair of Nike Running Shoes (Mid-Range),118.31 Fr.
Switzerland,1 Pair of Men Leather Business Shoes,155.34 Fr.
Switzerland,Apartment (1 bedroom) in City Centre,"1,661.24 Fr."
Switzerland,Apartment (1 bedroom) Outside of Centre,"1,380.43 Fr."
Switzerland,Apartment (3 bedrooms) in City Centre,"2,983.31 Fr."
Switzerland,Apartment (3 bedrooms) Outside of Centre,"2,457.69 Fr."
Switzerland,Price per Square Meter to Buy Apartment in City Centre,"14,498.45 Fr."
Switzerland,Price per Square Meter to Buy Apartment Outside of Centre,"11,383.88 Fr."
Switzerland,Average Monthly Net Salary (After Tax),"5,975.03 Fr."
Switzerland,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",2.46
Syria,"Meal, Inexpensive Restaurant",4.39 $
Syria,"Meal for 2 People, Mid-range Restaurant, Three-course",20.00 $
Syria,McMeal at McDonalds (or Equivalent Combo Meal),5.00 $
Syria,Domestic Beer (0.5 liter draught),1.50 $
Syria,Imported Beer (0.33 liter bottle),2.00 $
Syria,Cappuccino (regular),0.87 $
Syria,Coke/Pepsi (0.33 liter bottle),0.90 $
Syria,Water (0.33 liter bottle),0.45 $
Syria,"Milk (regular), (1 liter)",0.82 $
Syria,Loaf of Fresh White Bread (500g),0.66 $
Syria,"Rice (white), (1kg)",1.38 $
Syria,Eggs (regular) (12),1.68 $
Syria,Local Cheese (1kg),4.07 $
Syria,Chicken Fillets (1kg),5.73 $
Syria,Beef Round (1kg) (or Equivalent Back Leg Red Meat),9.61 $
Syria,Apples (1kg),0.91 $
Syria,Banana (1kg),1.84 $
Syria,Oranges (1kg),0.87 $
Syria,Tomato (1kg),0.67 $
Syria,Potato (1kg),0.56 $
Syria,Onion (1kg),0.60 $
Syria,Lettuce (1 head),0.35 $
Syria,Water (1.5 liter bottle),0.58 $
Syria,Bottle of Wine (Mid-Range),5.00 $
Syria,Domestic Beer (0.5 liter bottle),1.00 $
Syria,Imported Beer (0.33 liter bottle),1.70 $
Syria,Cigarettes 20 Pack (Marlboro),3.00 $
Syria,One-way Ticket (Local Transport),0.10 $
Syria,Monthly Pass (Regular Price),8.50 $
Syria,Taxi Start (Normal Tariff),1.00 $
Syria,Taxi 1km (Normal Tariff),1.00 $
Syria,Taxi 1hour Waiting (Normal Tariff),5.00 $
Syria,Gasoline (1 liter),2.07 $
Syria,Volkswagen Golf 1.4 90 KW Trendline (Or Equivalent New Car),"22,000.00 $"
Syria,Toyota Corolla Sedan 1.6l 97kW Comfort (Or Equivalent New Car),"30,942.68 $"
Syria,"Basic (Electricity, Heating, Cooling, Water, Garbage) for 85m2 Apartment",65.98 $
Syria,Mobile Phone Monthly Plan with Calls and 10GB+ Data,9.12 $
Syria,"Internet (60 Mbps or More, Unlimited Data, Cable/ADSL)",38.37 $
Syria,"Fitness Club, Monthly Fee for 1 Adult",11.72 $
Syria,Tennis Court Rent (1 Hour on Weekend),5.43 $
Syria,"Cinema, International Release, 1 Seat",3.00 $
Syria,"Preschool (or Kindergarten), Full Day, Private, Monthly for 1 Child",48.00 $
Syria,"International Primary School, Yearly for 1 Child","1,627.33 $"
Syria,1 Pair of Jeans (Levis 501 Or Similar),20.91 $
Syria,"1 Summer Dress in a Chain Store (Zara, H&M, ...)",26.53 $
Syria,1 Pair of Nike Running Shoes (Mid-Range),53.76 $
Syria,1 Pair of Men Leather Business Shoes,47.21 $
Syria,Apartment (1 bedroom) in City Centre,134.91 $
