country,desc,prix
Moldova,"Basic (Electricity, Heating, Cooling, Water, Garbage) for 85m2 Apartment","3,294.24 L"
Moldova,Mobile Phone Monthly Plan with Calls and 10GB+ Data,139.21 L
Moldova,"Internet (60 Mbps or More, Unlimited Data, Cable/ADSL)",190.24 L
Moldova,"Fitness Club, Monthly Fee for 1 Adult",666.89 L
Moldova,Tennis Court Rent (1 Hour on Weekend),313.64 L
Moldova,"Cinema, International Release, 1 Seat",120.00 L
Moldova,"Preschool (or Kindergarten), Full Day, Private, Monthly for 1 Child","6,430.17 L"
Moldova,"International Primary School, Yearly for 1 Child","123,399.87 L"
Moldova,1 Pair of Jeans (Levis 501 Or Similar),"1,172.12 L"
Moldova,"1 Summer Dress in a Chain Store (Zara, H&M, ...)",809.50 L
Moldova,1 Pair of Nike Running Shoes (Mid-Range),"1,698.70 L"
Moldova,1 Pair of Men Leather Business Shoes,"2,116.55 L"
Moldova,Apartment (1 bedroom) in City Centre,"10,008.26 L"
Moldova,Apartment (1 bedroom) Outside of Centre,"7,094.73 L"
Moldova,Apartment (3 bedrooms) in City Centre,"18,693.34 L"
Moldova,Apartment (3 bedrooms) Outside of Centre,"13,084.36 L"
Moldova,Price per Square Meter to Buy Apartment in City Centre,"34,172.42 L"
Moldova,Price per Square Meter to Buy Apartment Outside of Centre,"25,211.33 L"
Moldova,Average Monthly Net Salary (After Tax),"10,824.07 L"
Moldova,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",9.50
Monaco,"Meal, Inexpensive Restaurant",25.00 €
Monaco,"Meal for 2 People, Mid-range Restaurant, Three-course",135.00 €
Monaco,McMeal at McDonalds (or Equivalent Combo Meal),10.75 €
Monaco,Domestic Beer (0.5 liter draught),8.50 €
Monaco,Imported Beer (0.33 liter bottle),8.00 €
Monaco,Cappuccino (regular),3.57 €
Monaco,Coke/Pepsi (0.33 liter bottle),4.97 €
Monaco,Water (0.33 liter bottle),6.08 €
Monaco,"Milk (regular), (1 liter)",2.12 €
Monaco,Loaf of Fresh White Bread (500g),4.62 €
Monaco,"Rice (white), (1kg)",3.71 €
Monaco,Eggs (regular) (12),4.49 €
Monaco,Local Cheese (1kg),18.33 €
Monaco,Chicken Fillets (1kg),17.48 €
Monaco,Beef Round (1kg) (or Equivalent Back Leg Red Meat),21.67 €
Monaco,Apples (1kg),4.05 €
Monaco,Banana (1kg),5.33 €
Monaco,Oranges (1kg),3.26 €
Monaco,Tomato (1kg),4.57 €
Monaco,Potato (1kg),3.58 €
Monaco,Onion (1kg),3.75 €
Monaco,Lettuce (1 head),3.20 €
Monaco,Water (1.5 liter bottle),5.50 €
Monaco,Bottle of Wine (Mid-Range),12.00 €
Monaco,Domestic Beer (0.5 liter bottle),1.71 €
Monaco,Imported Beer (0.33 liter bottle),4.32 €
Monaco,Cigarettes 20 Pack (Marlboro),11.25 €
Monaco,One-way Ticket (Local Transport),2.00 €
Monaco,Monthly Pass (Regular Price),22.00 €
Monaco,Taxi Start (Normal Tariff),5.80 €
Monaco,Taxi 1km (Normal Tariff),1.70 €
Monaco,Taxi 1hour Waiting (Normal Tariff),90.00 €
Monaco,Gasoline (1 liter),2.10 €
Monaco,Volkswagen Golf 1.4 90 KW Trendline (Or Equivalent New Car),"48,457.50 €"
Monaco,Toyota Corolla Sedan 1.6l 97kW Comfort (Or Equivalent New Car),"45,188.67 €"
Monaco,"Basic (Electricity, Heating, Cooling, Water, Garbage) for 85m2 Apartment",302.89 €
Monaco,Mobile Phone Monthly Plan with Calls and 10GB+ Data,52.00 €
Monaco,"Internet (60 Mbps or More, Unlimited Data, Cable/ADSL)",60.75 €
Monaco,"Fitness Club, Monthly Fee for 1 Adult",335.00 €
Monaco,Tennis Court Rent (1 Hour on Weekend),38.75 €
Monaco,"Cinema, International Release, 1 Seat",12.00 €
Monaco,"Preschool (or Kindergarten), Full Day, Private, Monthly for 1 Child","2,366.67 €"
Monaco,"International Primary School, Yearly for 1 Child","30,875.00 €"
Monaco,1 Pair of Jeans (Levis 501 Or Similar),162.75 €
Monaco,"1 Summer Dress in a Chain Store (Zara, H&M, ...)",73.00 €
Monaco,1 Pair of Nike Running Shoes (Mid-Range),173.25 €
Monaco,1 Pair of Men Leather Business Shoes,584.00 €
Monaco,Apartment (1 bedroom) in City Centre,"6,157.71 €"
Monaco,Apartment (1 bedroom) Outside of Centre,"6,981.00 €"
Monaco,Apartment (3 bedrooms) in City Centre,"28,166.67 €"
Monaco,Apartment (3 bedrooms) Outside of Centre,"6,400.00 €"
Monaco,Price per Square Meter to Buy Apartment in City Centre,"66,400.00 €"
Monaco,Price per Square Meter to Buy Apartment Outside of Centre,"53,000.00 €"
Monaco,Average Monthly Net Salary (After Tax),"7,491.95 €"
Monaco,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",2.83
Mongolia,"Meal, Inexpensive Restaurant","15,500.00 ₮"
Mongolia,"Meal for 2 People, Mid-range Restaurant, Three-course","100,000.00 ₮"
Mongolia,McMeal at McDonalds (or Equivalent Combo Meal),"17,500.00 ₮"
Mongolia,Domestic Beer (0.5 liter draught),"5,250.00 ₮"
Mongolia,Imported Beer (0.33 liter bottle),"8,000.00 ₮"
Mongolia,Cappuccino (regular),"8,566.67 ₮"
Mongolia,Coke/Pepsi (0.33 liter bottle),"2,345.00 ₮"
Mongolia,Water (0.33 liter bottle),"1,463.16 ₮"
Mongolia,"Milk (regular), (1 liter)","4,825.74 ₮"
Mongolia,Loaf of Fresh White Bread (500g),"3,043.01 ₮"
Mongolia,"Rice (white), (1kg)","5,857.69 ₮"
Mongolia,Eggs (regular) (12),"7,384.18 ₮"
Mongolia,Local Cheese (1kg),"44,666.67 ₮"
Mongolia,Chicken Fillets (1kg),"17,708.33 ₮"
Mongolia,Beef Round (1kg) (or Equivalent Back Leg Red Meat),"18,700.00 ₮"
Mongolia,Apples (1kg),"10,845.83 ₮"
Mongolia,Banana (1kg),"9,123.08 ₮"
Mongolia,Oranges (1kg),"13,560.00 ₮"
Mongolia,Tomato (1kg),"9,500.00 ₮"
Mongolia,Potato (1kg),"2,299.23 ₮"
Mongolia,Onion (1kg),"3,361.54 ₮"
Mongolia,Lettuce (1 head),"3,535.44 ₮"
Mongolia,Water (1.5 liter bottle),"2,270.75 ₮"
Mongolia,Bottle of Wine (Mid-Range),"30,000.00 ₮"
Mongolia,Domestic Beer (0.5 liter bottle),"4,019.92 ₮"
Mongolia,Imported Beer (0.33 liter bottle),"5,614.90 ₮"
Mongolia,Cigarettes 20 Pack (Marlboro),"6,000.00 ₮"
Mongolia,One-way Ticket (Local Transport),500.00 ₮
Mongolia,Monthly Pass (Regular Price),"26,250.00 ₮"
Mongolia,Taxi Start (Normal Tariff),"2,000.00 ₮"
Mongolia,Taxi 1km (Normal Tariff),"2,000.00 ₮"
Mongolia,Taxi 1hour Waiting (Normal Tariff),"18,000.00 ₮"
Mongolia,Gasoline (1 liter),"3,395.69 ₮"
Mongolia,Volkswagen Golf 1.4 90 KW Trendline (Or Equivalent New Car),"74,000,000.00 ₮"
Mongolia,Toyota Corolla Sedan 1.6l 97kW Comfort (Or Equivalent New Car),"55,202,499.75 ₮"
Mongolia,"Basic (Electricity, Heating, Cooling, Water, Garbage) for 85m2 Apartment","225,135.88 ₮"
Mongolia,Mobile Phone Monthly Plan with Calls and 10GB+ Data,"24,691.67 ₮"
Mongolia,"Internet (60 Mbps or More, Unlimited Data, Cable/ADSL)","52,750.00 ₮"
Mongolia,"Fitness Club, Monthly Fee for 1 Adult","194,166.67 ₮"
Mongolia,Tennis Court Rent (1 Hour on Weekend),"43,125.00 ₮"
Mongolia,"Cinema, International Release, 1 Seat","15,000.00 ₮"
Mongolia,"Preschool (or Kindergarten), Full Day, Private, Monthly for 1 Child","600,000.00 ₮"
Mongolia,"International Primary School, Yearly for 1 Child","22,255,142.86 ₮"
Mongolia,1 Pair of Jeans (Levis 501 Or Similar),"207,142.86 ₮"
Mongolia,"1 Summer Dress in a Chain Store (Zara, H&M, ...)","178,749.88 ₮"
Mongolia,1 Pair of Nike Running Shoes (Mid-Range),"306,250.00 ₮"
Mongolia,1 Pair of Men Leather Business Shoes,"456,250.00 ₮"
Mongolia,Apartment (1 bedroom) in City Centre,"1,763,320.71 ₮"
Mongolia,Apartment (1 bedroom) Outside of Centre,"1,233,333.33 ₮"
Mongolia,Apartment (3 bedrooms) in City Centre,"4,401,600.94 ₮"
Mongolia,Apartment (3 bedrooms) Outside of Centre,"2,650,000.00 ₮"
Mongolia,Price per Square Meter to Buy Apartment in City Centre,"5,545,833.33 ₮"
Mongolia,Price per Square Meter to Buy Apartment Outside of Centre,"3,270,000.00 ₮"
Mongolia,Average Monthly Net Salary (After Tax),"1,331,666.67 ₮"
Mongolia,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",6.29
Montenegro,"Meal, Inexpensive Restaurant",10.00 €
Montenegro,"Meal for 2 People, Mid-range Restaurant, Three-course",45.00 €
Montenegro,McMeal at McDonalds (or Equivalent Combo Meal),8.00 €
Montenegro,Domestic Beer (0.5 liter draught),2.50 €
Montenegro,Imported Beer (0.33 liter bottle),3.00 €
Montenegro,Cappuccino (regular),2.01 €
Montenegro,Coke/Pepsi (0.33 liter bottle),1.89 €
Montenegro,Water (0.33 liter bottle),1.35 €
Montenegro,"Milk (regular), (1 liter)",1.21 €
Montenegro,Loaf of Fresh White Bread (500g),0.86 €
Montenegro,"Rice (white), (1kg)",1.96 €
Montenegro,Eggs (regular) (12),2.74 €
Montenegro,Local Cheese (1kg),7.58 €
Montenegro,Chicken Fillets (1kg),6.69 €
Montenegro,Beef Round (1kg) (or Equivalent Back Leg Red Meat),9.82 €
Montenegro,Apples (1kg),1.15 €
Montenegro,Banana (1kg),1.66 €
Montenegro,Oranges (1kg),1.33 €
Montenegro,Tomato (1kg),2.33 €
Montenegro,Potato (1kg),0.91 €
Montenegro,Onion (1kg),1.05 €
Montenegro,Lettuce (1 head),1.38 €
Montenegro,Water (1.5 liter bottle),0.74 €
Montenegro,Bottle of Wine (Mid-Range),5.00 €
Montenegro,Domestic Beer (0.5 liter bottle),1.00 €
Montenegro,Imported Beer (0.33 liter bottle),1.50 €
Montenegro,Cigarettes 20 Pack (Marlboro),3.60 €
Montenegro,One-way Ticket (Local Transport),1.00 €
Montenegro,Monthly Pass (Regular Price),30.00 €
Montenegro,Taxi Start (Normal Tariff),1.00 €
Montenegro,Taxi 1km (Normal Tariff),1.00 €
Montenegro,Taxi 1hour Waiting (Normal Tariff),15.00 €
Montenegro,Gasoline (1 liter),1.50 €
Montenegro,Volkswagen Golf 1.4 90 KW Trendline (Or Equivalent New Car),"28,000.00 €"
Montenegro,Toyota Corolla Sedan 1.6l 97kW Comfort (Or Equivalent New Car),"26,054.44 €"
Montenegro,"Basic (Electricity, Heating, Cooling, Water, Garbage) for 85m2 Apartment",111.29 €
Montenegro,Mobile Phone Monthly Plan with Calls and 10GB+ Data,15.98 €
Montenegro,"Internet (60 Mbps or More, Unlimited Data, Cable/ADSL)",26.78 €
Montenegro,"Fitness Club, Monthly Fee for 1 Adult",39.28 €
Montenegro,Tennis Court Rent (1 Hour on Weekend),11.73 €
Montenegro,"Cinema, International Release, 1 Seat",5.00 €
Montenegro,"Preschool (or Kindergarten), Full Day, Private, Monthly for 1 Child",279.32 €
Montenegro,"International Primary School, Yearly for 1 Child","7,134.87 €"
Montenegro,1 Pair of Jeans (Levis 501 Or Similar),69.18 €
Montenegro,"1 Summer Dress in a Chain Store (Zara, H&M, ...)",34.62 €
Montenegro,1 Pair of Nike Running Shoes (Mid-Range),88.83 €
Montenegro,1 Pair of Men Leather Business Shoes,108.16 €
Montenegro,Apartment (1 bedroom) in City Centre,612.76 €
Montenegro,Apartment (1 bedroom) Outside of Centre,463.95 €
Montenegro,Apartment (3 bedrooms) in City Centre,"1,088.12 €"
Montenegro,Apartment (3 bedrooms) Outside of Centre,823.93 €
Montenegro,Price per Square Meter to Buy Apartment in City Centre,"2,341.03 €"
Montenegro,Price per Square Meter to Buy Apartment Outside of Centre,"1,825.51 €"
Montenegro,Average Monthly Net Salary (After Tax),813.88 €
Montenegro,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",5.76
Montserrat,"Meal, Inexpensive Restaurant",50.00 EC$
Montserrat,"Meal for 2 People, Mid-range Restaurant, Three-course",130.00 EC$
Montserrat,McMeal at McDonalds (or Equivalent Combo Meal),20.00 EC$
Montserrat,Domestic Beer (0.5 liter draught),7.00 EC$
Montserrat,Imported Beer (0.33 liter bottle),12.00 EC$
Montserrat,Cappuccino (regular),17.00 EC$
Montserrat,Coke/Pepsi (0.33 liter bottle),6.67 EC$
Montserrat,Water (0.33 liter bottle),3.83 EC$
Montserrat,"Milk (regular), (1 liter)",9.00 EC$
Montserrat,Loaf of Fresh White Bread (500g),8.00 EC$
Montserrat,"Rice (white), (1kg)",?
Montserrat,Eggs (regular) (12),19.20 EC$
Montserrat,Local Cheese (1kg),16.00 EC$
Montserrat,Chicken Fillets (1kg),25.00 EC$
Montserrat,Beef Round (1kg) (or Equivalent Back Leg Red Meat),65.00 EC$
Montserrat,Apples (1kg),8.82 EC$
Montserrat,Banana (1kg),?
Montserrat,Oranges (1kg),?
Montserrat,Tomato (1kg),12.00 EC$
Montserrat,Potato (1kg),?
Montserrat,Onion (1kg),6.00 EC$
Montserrat,Lettuce (1 head),14.00 EC$
Montserrat,Water (1.5 liter bottle),?
Montserrat,Bottle of Wine (Mid-Range),57.50 EC$
Montserrat,Domestic Beer (0.5 liter bottle),?
Montserrat,Imported Beer (0.33 liter bottle),12.00 EC$
Montserrat,Cigarettes 20 Pack (Marlboro),?
Montserrat,One-way Ticket (Local Transport),5.00 EC$
Montserrat,Monthly Pass (Regular Price),?
Montserrat,Taxi Start (Normal Tariff),?
Montserrat,Taxi 1km (Normal Tariff),?
Montserrat,Taxi 1hour Waiting (Normal Tariff),?
Montserrat,Gasoline (1 liter),?
Montserrat,Volkswagen Golf 1.4 90 KW Trendline (Or Equivalent New Car),"60,000.00 EC$"
Montserrat,Toyota Corolla Sedan 1.6l 97kW Comfort (Or Equivalent New Car),"45,000.00 EC$"
Montserrat,"Basic (Electricity, Heating, Cooling, Water, Garbage) for 85m2 Apartment",?
Montserrat,Mobile Phone Monthly Plan with Calls and 10GB+ Data,110.00 EC$
Montserrat,"Internet (60 Mbps or More, Unlimited Data, Cable/ADSL)",?
Montserrat,"Fitness Club, Monthly Fee for 1 Adult",150.00 EC$
Montserrat,Tennis Court Rent (1 Hour on Weekend),?
Montserrat,"Cinema, International Release, 1 Seat",?
Montserrat,"Preschool (or Kindergarten), Full Day, Private, Monthly for 1 Child",?
Montserrat,"International Primary School, Yearly for 1 Child",?
Montserrat,1 Pair of Jeans (Levis 501 Or Similar),?
Montserrat,"1 Summer Dress in a Chain Store (Zara, H&M, ...)",?
Montserrat,1 Pair of Nike Running Shoes (Mid-Range),?
Montserrat,1 Pair of Men Leather Business Shoes,?
Montserrat,Apartment (1 bedroom) in City Centre,?
Montserrat,Apartment (1 bedroom) Outside of Centre,?
Montserrat,Apartment (3 bedrooms) in City Centre,"3,500.00 EC$"
Montserrat,Apartment (3 bedrooms) Outside of Centre,"3,500.00 EC$"
Montserrat,Price per Square Meter to Buy Apartment in City Centre,?
Montserrat,Price per Square Meter to Buy Apartment Outside of Centre,?
Montserrat,Average Monthly Net Salary (After Tax),?
Montserrat,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",?
Morocco,"Meal, Inexpensive Restaurant",40.00 MAD
Morocco,"Meal for 2 People, Mid-range Restaurant, Three-course",250.00 MAD
Morocco,McMeal at McDonalds (or Equivalent Combo Meal),60.00 MAD
Morocco,Domestic Beer (0.5 liter draught),30.00 MAD
Morocco,Imported Beer (0.33 liter bottle),35.00 MAD
Morocco,Cappuccino (regular),16.87 MAD
Morocco,Coke/Pepsi (0.33 liter bottle),5.60 MAD
Morocco,Water (0.33 liter bottle),3.53 MAD
Morocco,"Milk (regular), (1 liter)",8.15 MAD
Morocco,Loaf of Fresh White Bread (500g),4.82 MAD
Morocco,"Rice (white), (1kg)",16.63 MAD
Morocco,Eggs (regular) (12),18.02 MAD
Morocco,Local Cheese (1kg),91.65 MAD
Morocco,Chicken Fillets (1kg),57.33 MAD
Morocco,Beef Round (1kg) (or Equivalent Back Leg Red Meat),95.73 MAD
Morocco,Apples (1kg),13.52 MAD
Morocco,Banana (1kg),12.04 MAD
Morocco,Oranges (1kg),7.77 MAD
Morocco,Tomato (1kg),7.92 MAD
Morocco,Potato (1kg),7.11 MAD
Morocco,Onion (1kg),7.21 MAD
Morocco,Lettuce (1 head),4.15 MAD
Morocco,Water (1.5 liter bottle),5.74 MAD
Morocco,Bottle of Wine (Mid-Range),70.00 MAD
Morocco,Domestic Beer (0.5 liter bottle),22.56 MAD
Morocco,Imported Beer (0.33 liter bottle),23.65 MAD
Morocco,Cigarettes 20 Pack (Marlboro),39.00 MAD
Morocco,One-way Ticket (Local Transport),5.00 MAD
Morocco,Monthly Pass (Regular Price),200.00 MAD
Morocco,Taxi Start (Normal Tariff),7.00 MAD
Morocco,Taxi 1km (Normal Tariff),7.00 MAD
Morocco,Taxi 1hour Waiting (Normal Tariff),50.00 MAD
Morocco,Gasoline (1 liter),14.22 MAD
Morocco,Volkswagen Golf 1.4 90 KW Trendline (Or Equivalent New Car),"340,000.00 MAD"
Morocco,Toyota Corolla Sedan 1.6l 97kW Comfort (Or Equivalent New Car),"262,475.18 MAD"
Morocco,"Basic (Electricity, Heating, Cooling, Water, Garbage) for 85m2 Apartment",375.19 MAD
Morocco,Mobile Phone Monthly Plan with Calls and 10GB+ Data,102.91 MAD
Morocco,"Internet (60 Mbps or More, Unlimited Data, Cable/ADSL)",354.74 MAD
Morocco,"Fitness Club, Monthly Fee for 1 Adult",231.18 MAD
Morocco,Tennis Court Rent (1 Hour on Weekend),221.83 MAD
Morocco,"Cinema, International Release, 1 Seat",65.00 MAD
Morocco,"Preschool (or Kindergarten), Full Day, Private, Monthly for 1 Child","1,019.41 MAD"
Morocco,"International Primary School, Yearly for 1 Child","31,845.44 MAD"
Morocco,1 Pair of Jeans (Levis 501 Or Similar),345.77 MAD
Morocco,"1 Summer Dress in a Chain Store (Zara, H&M, ...)",386.27 MAD
Morocco,1 Pair of Nike Running Shoes (Mid-Range),783.56 MAD
Morocco,1 Pair of Men Leather Business Shoes,649.60 MAD
Morocco,Apartment (1 bedroom) in City Centre,"3,279.83 MAD"
Morocco,Apartment (1 bedroom) Outside of Centre,"1,902.56 MAD"
Morocco,Apartment (3 bedrooms) in City Centre,"6,265.00 MAD"
Morocco,Apartment (3 bedrooms) Outside of Centre,"3,472.51 MAD"
Morocco,Price per Square Meter to Buy Apartment in City Centre,"13,930.97 MAD"
Morocco,Price per Square Meter to Buy Apartment Outside of Centre,"8,304.51 MAD"
Morocco,Average Monthly Net Salary (After Tax),"4,168.72 MAD"
Morocco,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",4.97
Mozambique,"Meal, Inexpensive Restaurant",600.00 MT
Mozambique,"Meal for 2 People, Mid-range Restaurant, Three-course","3,000.00 MT"
Mozambique,McMeal at McDonalds (or Equivalent Combo Meal),545.00 MT
Mozambique,Domestic Beer (0.5 liter draught),65.00 MT
Mozambique,Imported Beer (0.33 liter bottle),100.00 MT
Mozambique,Cappuccino (regular),138.28 MT
Mozambique,Coke/Pepsi (0.33 liter bottle),57.91 MT
Mozambique,Water (0.33 liter bottle),48.99 MT
Mozambique,"Milk (regular), (1 liter)",102.69 MT
Mozambique,Loaf of Fresh White Bread (500g),73.12 MT
Mozambique,"Rice (white), (1kg)",105.09 MT
Mozambique,Eggs (regular) (12),154.10 MT
Mozambique,Local Cheese (1kg),971.67 MT
Mozambique,Chicken Fillets (1kg),317.22 MT
Mozambique,Beef Round (1kg) (or Equivalent Back Leg Red Meat),406.43 MT
Mozambique,Apples (1kg),130.98 MT
Mozambique,Banana (1kg),68.23 MT
Mozambique,Oranges (1kg),90.56 MT
Mozambique,Tomato (1kg),82.69 MT
Mozambique,Potato (1kg),58.78 MT
Mozambique,Onion (1kg),65.91 MT
Mozambique,Lettuce (1 head),58.78 MT
Mozambique,Water (1.5 liter bottle),47.27 MT
Mozambique,Bottle of Wine (Mid-Range),750.00 MT
Mozambique,Domestic Beer (0.5 liter bottle),62.78 MT
Mozambique,Imported Beer (0.33 liter bottle),103.33 MT
Mozambique,Cigarettes 20 Pack (Marlboro),180.00 MT
Mozambique,One-way Ticket (Local Transport),18.50 MT
Mozambique,Monthly Pass (Regular Price),841.30 MT
Mozambique,Taxi Start (Normal Tariff),150.00 MT
Mozambique,Taxi 1km (Normal Tariff),200.00 MT
Mozambique,Taxi 1hour Waiting (Normal Tariff),"1,570.00 MT"
Mozambique,Gasoline (1 liter),86.77 MT
Mozambique,Volkswagen Golf 1.4 90 KW Trendline (Or Equivalent New Car),"2,250,000.00 MT"
Mozambique,Toyota Corolla Sedan 1.6l 97kW Comfort (Or Equivalent New Car),"1,365,400.00 MT"
Mozambique,"Basic (Electricity, Heating, Cooling, Water, Garbage) for 85m2 Apartment","5,518.93 MT"
Mozambique,Mobile Phone Monthly Plan with Calls and 10GB+ Data,993.08 MT
Mozambique,"Internet (60 Mbps or More, Unlimited Data, Cable/ADSL)","7,296.67 MT"
Mozambique,"Fitness Club, Monthly Fee for 1 Adult","3,355.00 MT"
Mozambique,Tennis Court Rent (1 Hour on Weekend),"2,166.67 MT"
Mozambique,"Cinema, International Release, 1 Seat",500.00 MT
Mozambique,"Preschool (or Kindergarten), Full Day, Private, Monthly for 1 Child","9,875.00 MT"
Mozambique,"International Primary School, Yearly for 1 Child","363,922.82 MT"
Mozambique,1 Pair of Jeans (Levis 501 Or Similar),"2,800.00 MT"
Mozambique,"1 Summer Dress in a Chain Store (Zara, H&M, ...)","3,937.50 MT"
Mozambique,1 Pair of Nike Running Shoes (Mid-Range),"5,250.00 MT"
Mozambique,1 Pair of Men Leather Business Shoes,"5,875.00 MT"
Mozambique,Apartment (1 bedroom) in City Centre,"39,863.33 MT"
Mozambique,Apartment (1 bedroom) Outside of Centre,"22,605.00 MT"
Mozambique,Apartment (3 bedrooms) in City Centre,"81,600.00 MT"
Mozambique,Apartment (3 bedrooms) Outside of Centre,"41,666.67 MT"
Mozambique,Price per Square Meter to Buy Apartment in City Centre,"224,750.00 MT"
Mozambique,Price per Square Meter to Buy Apartment Outside of Centre,"110,500.00 MT"
Mozambique,Average Monthly Net Salary (After Tax),"23,562.50 MT"
Mozambique,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",24.33
Myanmar,"Meal, Inexpensive Restaurant",2.00 $
Myanmar,"Meal for 2 People, Mid-range Restaurant, Three-course",15.38 $
Myanmar,McMeal at McDonalds (or Equivalent Combo Meal),5.50 $
Myanmar,Domestic Beer (0.5 liter draught),1.02 $
Myanmar,Imported Beer (0.33 liter bottle),2.00 $
Myanmar,Cappuccino (regular),1.80 $
Myanmar,Coke/Pepsi (0.33 liter bottle),0.73 $
Myanmar,Water (0.33 liter bottle),0.59 $
Myanmar,"Milk (regular), (1 liter)",1.82 $
Myanmar,Loaf of Fresh White Bread (500g),1.07 $
Myanmar,"Rice (white), (1kg)",1.17 $
Myanmar,Eggs (regular) (12),1.49 $
Myanmar,Local Cheese (1kg),8.26 $
Myanmar,Chicken Fillets (1kg),5.60 $
Myanmar,Beef Round (1kg) (or Equivalent Back Leg Red Meat),7.06 $
Myanmar,Apples (1kg),4.54 $
Myanmar,Banana (1kg),1.02 $
Myanmar,Oranges (1kg),2.61 $
Myanmar,Tomato (1kg),2.39 $
Myanmar,Potato (1kg),1.94 $
Myanmar,Onion (1kg),1.09 $
Myanmar,Lettuce (1 head),0.98 $
Myanmar,Water (1.5 liter bottle),0.27 $
Myanmar,Bottle of Wine (Mid-Range),9.59 $
Myanmar,Domestic Beer (0.5 liter bottle),0.93 $
Myanmar,Imported Beer (0.33 liter bottle),1.49 $
Myanmar,Cigarettes 20 Pack (Marlboro),1.64 $
Myanmar,One-way Ticket (Local Transport),0.24 $
Myanmar,Monthly Pass (Regular Price),9.83 $
Myanmar,Taxi Start (Normal Tariff),1.20 $
Myanmar,Taxi 1km (Normal Tariff),1.00 $
Myanmar,Taxi 1hour Waiting (Normal Tariff),3.25 $
Myanmar,Gasoline (1 liter),1.17 $
Myanmar,Volkswagen Golf 1.4 90 KW Trendline (Or Equivalent New Car),"35,000.00 $"
Myanmar,Toyota Corolla Sedan 1.6l 97kW Comfort (Or Equivalent New Car),"36,175.00 $"
Myanmar,"Basic (Electricity, Heating, Cooling, Water, Garbage) for 85m2 Apartment",51.52 $
Myanmar,Mobile Phone Monthly Plan with Calls and 10GB+ Data,10.76 $
Myanmar,"Internet (60 Mbps or More, Unlimited Data, Cable/ADSL)",32.41 $
Myanmar,"Fitness Club, Monthly Fee for 1 Adult",53.05 $
Myanmar,Tennis Court Rent (1 Hour on Weekend),9.93 $
Myanmar,"Cinema, International Release, 1 Seat",2.75 $
Myanmar,"Preschool (or Kindergarten), Full Day, Private, Monthly for 1 Child",347.00 $
Myanmar,"International Primary School, Yearly for 1 Child","10,785.71 $"
Myanmar,1 Pair of Jeans (Levis 501 Or Similar),41.86 $
Myanmar,"1 Summer Dress in a Chain Store (Zara, H&M, ...)",57.27 $
Myanmar,1 Pair of Nike Running Shoes (Mid-Range),77.95 $
Myanmar,1 Pair of Men Leather Business Shoes,121.34 $
Myanmar,Apartment (1 bedroom) in City Centre,458.75 $
Myanmar,Apartment (1 bedroom) Outside of Centre,207.14 $
Myanmar,Apartment (3 bedrooms) in City Centre,"1,002.27 $"
Myanmar,Apartment (3 bedrooms) Outside of Centre,799.24 $
Myanmar,Price per Square Meter to Buy Apartment in City Centre,"1,462.91 $"
Myanmar,Price per Square Meter to Buy Apartment Outside of Centre,361.38 $
Myanmar,Average Monthly Net Salary (After Tax),310.25 $
Myanmar,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",11.00
Namibia,"Meal, Inexpensive Restaurant",180.00 N$
Namibia,"Meal for 2 People, Mid-range Restaurant, Three-course",700.00 N$
Namibia,McMeal at McDonalds (or Equivalent Combo Meal),89.97 N$
Namibia,Domestic Beer (0.5 liter draught),25.00 N$
Namibia,Imported Beer (0.33 liter bottle),25.00 N$
Namibia,Cappuccino (regular),33.25 N$
Namibia,Coke/Pepsi (0.33 liter bottle),16.68 N$
Namibia,Water (0.33 liter bottle),16.03 N$
Namibia,"Milk (regular), (1 liter)",25.21 N$
Namibia,Loaf of Fresh White Bread (500g),14.36 N$
Namibia,"Rice (white), (1kg)",31.11 N$
Namibia,Eggs (regular) (12),48.35 N$
Namibia,Local Cheese (1kg),138.25 N$
Namibia,Chicken Fillets (1kg),84.17 N$
Namibia,Beef Round (1kg) (or Equivalent Back Leg Red Meat),109.00 N$
Namibia,Apples (1kg),32.22 N$
Namibia,Banana (1kg),32.35 N$
Namibia,Oranges (1kg),31.57 N$
Namibia,Tomato (1kg),31.73 N$
Namibia,Potato (1kg),28.87 N$
Namibia,Onion (1kg),34.75 N$
Namibia,Lettuce (1 head),29.22 N$
Namibia,Water (1.5 liter bottle),19.64 N$
Namibia,Bottle of Wine (Mid-Range),100.00 N$
Namibia,Domestic Beer (0.5 liter bottle),20.39 N$
Namibia,Imported Beer (0.33 liter bottle),28.14 N$
Namibia,Cigarettes 20 Pack (Marlboro),50.00 N$
Namibia,One-way Ticket (Local Transport),13.00 N$
Namibia,Monthly Pass (Regular Price),679.00 N$
Namibia,Taxi Start (Normal Tariff),13.00 N$
